City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
279,sinop,41.7711,34.8709,14.66,82,0,2.07,TR,1719714300
280,enewetak,11.3474,162.3373,28.27,78,25,6.35,MH,1719714301
281,san rafael,-34.6177,-68.3301,8.28,30,6,4.19,AR,1719714302
282,camabatela,-8.1881,15.375,14.16,78,4,1.09,AO,1719714304
283,sidi slimane,34.2648,-5.926,18.06,86,2,1.36,MA,1719714305
284,sligo,54.2697,-8.4694,10.38,80,100,5.12,IE,1719714306
285,isangel,-19.55,169.2667,24.06,69,75,3.09,VU,1719714308
286,ha'il,27.5219,41.6907,25.01,20,0,1.03,SA,1719714309
287,san antonio de pale,-1.4014,5.6325,23.94,81,95,5.96,GQ,1719714310
288,san pedro del parana,-26.8333,-56.2,4.48,86,22,1.88,PY,1719714311
289,mulvane,37.4745,-97.2439,28.22,61,100,9.26,US,1719714313
290,eyl,7.9803,49.8164,26.95,62,68,10.71,SO,1719714314
291,kailua-kona,19.6406,-155.9956,27.98,88,75,5.66,US,1719714315
292,zalari,53.5584,102.5065,26.93,44,0,3.2,RU,1719714318
293,champerico,14.3,-91.9167,25.18,90,100,4.68,GT,1719714319
294,sorong,-0.8833,131.25,28.67,76,69,3.43,ID,1719714321
295,cadale,2.7603,46.3222,25.2,84,98,7.98,SO,1719714322
296,rio grande,-32.035,-52.0986,5.53,72,19,7.77,BR,1719714323
297,bandarbeyla,9.4942,50.8122,27.2,60,88,12.76,SO,1719714324
298,nordhorn,52.4333,7.0833,16.64,95,100,3.33,DE,1719714326
299,tromso,69.6496,18.957,13.01,71,75,9.77,NO,1719714327
300,kudahuvadhoo,2.6708,72.8944,28.03,74,26,2.26,MV,1719714328
301,arkhangel'sk,64.5401,40.5433,21.06,73,40,4.0,RU,1719714329
302,ballina,-28.8667,153.5667,25.99,62,0,4.74,AU,1719714331
303,yarmouth,41.7057,-70.2286,21.72,87,75,6.69,US,1719714333
304,khalilabad,26.775,83.0736,31.63,63,98,0.68,IN,1719714089
305,constitucion,-35.3333,-72.4167,9.93,61,100,3.18,CL,1719714336
306,nambour,-26.6333,152.95,24.92,81,0,0.89,AU,1719714153
307,keflavik,64.0049,-22.5624,10.95,87,75,7.2,IS,1719714338
308,hovd,48.0056,91.6419,24.96,31,4,0.29,MN,1719714339
309,el calafate,-50.3408,-72.2768,-4.6,89,100,0.86,AR,1719714341
310,vernon,50.2581,-119.2691,26.36,40,100,2.24,CA,1719714342
311,hermanus,-34.4187,19.2345,11.0,86,6,2.84,ZA,1719714343
312,hammerfest,70.6634,23.6821,14.25,82,100,5.66,NO,1719714344
313,sharanga,57.1775,46.5396,13.2,74,4,1.8,RU,1719714346
314,saint-pierre,-21.3393,55.4781,16.82,55,0,2.06,RE,1719714347
315,guozhen,34.3659,107.359,32.95,31,28,3.09,CN,1719714348
316,guerrero negro,27.9769,-114.0611,19.79,77,7,7.5,MX,1719714350
317,whakatane,-37.9585,176.9854,14.93,65,100,1.75,NZ,1719714353
318,midvagur,62.0511,-7.1939,8.46,93,100,7.2,FO,1719714354
319,lycksele,64.5954,18.6735,8.57,87,19,1.03,SE,1719714355
320,lewistown,40.5992,-77.5714,23.93,100,40,0.0,US,1719714356
321,grande prairie,55.1667,-118.8027,20.1,52,75,5.66,CA,1719714358
322,zaysan,47.4667,84.8667,23.95,52,100,4.47,KZ,1719714359
323,ust-tsilma,65.441,52.1498,16.57,78,34,2.84,RU,1719714360
324,kirkwall,58.9848,-2.9587,10.54,93,100,6.17,GB,1719714361
325,opuwo,-18.0607,13.84,13.2,46,0,1.5,NA,1719714363
326,aasiaat,68.7098,-52.8699,2.25,96,100,7.11,GL,1719714364
327,itaituba,-4.2761,-55.9836,26.09,94,0,1.54,BR,1719714365
328,sampit,-2.5333,112.95,24.55,96,100,0.33,ID,1719714366
329,el nido,11.1858,119.3956,29.57,71,95,1.02,PH,1719714368
330,mogadishu,2.0371,45.3438,25.57,83,90,7.5,SO,1719714369
331,kiunga,-6.1219,141.2906,26.88,84,90,1.3,PG,1719714370
332,newman,37.3138,-121.0208,35.16,39,0,0.89,US,1719714372
333,bubaque,11.2833,-15.8333,27.08,84,81,5.9,GW,1719714375
334,santa cruz,-17.8,-63.1667,17.7,34,100,6.69,BO,1719714376
335,naracoorte,-36.9579,140.7383,10.67,69,100,4.97,AU,1719714377
336,pangoa,-12.1167,-73.0,19.83,95,99,1.44,PE,1719714378
337,sydney,-33.8679,151.2073,14.28,91,75,9.26,AU,1719714234
338,perry,37.2506,-83.1999,29.4,89,100,1.68,US,1719714381
339,bu'aale,1.0833,42.5833,21.29,97,98,2.55,SO,1719714383
340,szeghalom,47.0333,21.1667,21.1,58,48,2.92,HU,1719714384
341,kilindoni,-7.9139,39.6668,25.44,74,19,7.26,TZ,1719714385
342,k'asp'i,41.9252,44.4257,16.94,85,100,1.86,GE,1719714387
343,berdigestyakh,62.0989,126.6992,22.96,34,95,2.87,RU,1719714388
344,tashtagol,52.7657,87.8894,24.73,68,76,2.75,RU,1719714389
345,saint-philippe,-21.3585,55.7679,16.77,69,24,3.02,RE,1719714390
346,oleksandriya,48.6696,33.1159,18.49,60,0,1.11,UA,1719714392
347,arroyo de la encomienda,41.6096,-4.7969,17.0,92,0,3.09,ES,1719714393
348,punto fijo,11.6956,-70.1996,27.47,82,11,11.77,VE,1719714394
349,aral,40.5156,81.2636,30.28,26,100,7.77,CN,1719714395
350,toamasina,-18.1667,49.3833,17.0,94,20,3.09,MG,1719714397
351,callaway,30.153,-85.5699,29.96,84,40,4.12,US,1719714398
352,cidreira,-30.1811,-50.2056,7.81,67,6,7.91,BR,1719714399
353,shakhun'ya,57.6758,46.6114,13.25,73,4,1.7,RU,1719714401
354,aginskoye,51.1,114.53,24.52,41,82,2.21,RU,1719714402
355,macau,22.2006,113.5461,30.89,79,40,7.2,MO,1719714367
356,hadibu,12.65,54.0333,26.54,79,95,10.47,YE,1719714404
357,kibondo,-3.5864,30.7203,14.13,64,79,0.57,TZ,1719714406
358,marsh harbour,26.5412,-77.0636,28.32,76,100,4.23,BS,1719714407
359,ocean city,39.2776,-74.5746,24.1,91,72,6.72,US,1719714408
360,zwedru,6.0667,-8.1281,22.48,99,100,0.97,LR,1719714409
361,olyokminsk,60.3736,120.4264,25.1,58,91,3.99,RU,1719714411
362,nurota,40.5614,65.6886,26.48,25,1,1.99,UZ,1719714412
363,egilsstadir,65.2653,-14.3948,2.95,93,0,2.57,IS,1719714413
364,isla vista,34.4133,-119.861,26.3,60,4,3.0,US,1719714414
365,atafu village,-8.5421,-172.5159,28.67,77,42,6.07,TK,1719714416
366,gowurdak,37.8124,66.0466,29.06,24,1,4.25,TM,1719714417
367,general conesa,-40.1,-64.4333,5.37,44,75,5.06,AR,1719714418
368,mega,4.05,38.3,13.25,74,95,5.25,ET,1719714419
369,masterton,-40.9597,175.6575,12.71,73,100,2.15,NZ,1719714421
370,tralee,52.2704,-9.7026,11.23,79,99,2.92,IE,1719714423
371,gazojak,41.1875,61.4036,26.63,27,3,1.17,TM,1719714425
372,robertsport,6.7533,-11.3686,25.7,84,100,2.66,LR,1719714426
373,verkhniy tagil,57.3733,59.9556,10.32,71,41,5.21,RU,1719714427
374,arar,30.9753,41.0381,29.01,14,0,6.17,SA,1719714428
375,bintulu,3.1667,113.0333,29.23,79,20,1.54,MY,1719714430
376,geraldton,-28.7667,114.6,15.23,82,0,3.6,AU,1719714290
377,port-cartier,50.0334,-66.8654,14.12,98,100,3.22,CA,1719714432
378,zavetnoye,47.1194,43.8903,19.38,75,34,2.49,RU,1719714435
379,mar del plata,-38.0023,-57.5575,5.05,86,75,5.66,AR,1719714436
380,saldanha,-33.0117,17.9442,14.03,98,100,3.63,ZA,1719714437
381,qarqaraly,49.4058,75.4742,21.81,47,0,2.09,KZ,1719714439
382,galle,6.0367,80.217,28.85,81,95,3.83,LK,1719714440
383,belmonte,-15.8631,-38.8828,22.77,79,0,3.09,BR,1719714441
384,ulladulla,-35.35,150.4667,9.53,86,100,5.73,AU,1719714253
385,prince rupert,54.3161,-130.3201,15.05,88,100,4.12,CA,1719714444
386,luanda,-8.8368,13.2343,23.0,83,100,1.54,AO,1719714445
387,chust,41.0094,71.2287,25.66,29,91,1.5,UZ,1719714446
388,hasaki,35.7333,140.8333,30.22,89,100,6.33,JP,1719714448
389,labrador city,52.9463,-66.9114,10.95,89,100,2.57,CA,1719714449
390,kimbe,-5.5502,150.1429,29.64,67,91,4.22,PG,1719714450
391,cootamundra,-34.65,148.0333,10.87,73,38,3.82,AU,1719714451
392,aksaray,38.3726,34.0254,14.2,72,100,5.78,TR,1719714453
393,barra do bugres,-15.0725,-57.1811,21.66,68,18,1.79,BR,1719714454
394,pandan,14.0453,124.1694,29.33,80,75,3.18,PH,1719714455
395,asparuhovo,43.3915,25.1255,18.45,68,24,1.48,BG,1719714456
396,vriddhachalam,11.5,79.3333,29.05,68,100,5.62,IN,1719714185
397,palmer,42.1584,-72.3287,23.23,80,100,5.14,US,1719714459
398,grand falls-windsor,48.9332,-55.6649,14.72,68,87,4.56,CA,1719714460
399,ryotsu-minato,38.0833,138.4333,22.73,89,100,5.41,JP,1719714461
400,raduzhny,62.0961,77.475,8.93,95,100,5.62,RU,1719714463
401,colchani,-20.3,-66.9333,1.82,42,0,2.58,BO,1719714464
402,laurinburg,34.7741,-79.4628,28.39,82,0,3.6,US,1719714465
403,mata-utu,-13.2816,-176.1745,27.83,76,79,4.78,WF,1719714466
404,tommot,58.9564,126.2925,21.26,40,82,3.2,RU,1719714468
405,tavistock,50.5494,-4.1442,16.28,93,98,1.88,GB,1719714470
406,myanaung,18.2833,95.3167,28.97,75,94,4.23,MM,1719714472
407,corning,42.1428,-77.0547,23.76,89,0,1.54,US,1719714473
408,coquimbo,-29.9533,-71.3436,11.85,100,100,1.54,CL,1719714474
409,lubang,13.8584,120.124,29.0,76,44,5.58,PH,1719714475
410,christchurch,-43.5333,172.6333,12.6,67,23,4.63,NZ,1719714408
411,salinopolis,-0.6136,-47.3561,26.15,87,64,5.14,BR,1719714478
412,magistral'nyy,56.1725,107.4458,28.69,41,97,0.45,RU,1719714479
413,iskushuban,10.2837,50.23,28.81,39,65,11.81,SO,1719714481
414,conception bay south,47.4999,-52.9981,11.52,91,91,5.04,CA,1719714485
415,scottburgh,-30.2867,30.7532,17.81,41,5,4.11,ZA,1719714486
416,leava,-14.3,-178.1667,27.49,77,9,6.4,WF,1719714487
417,terrace,54.5163,-128.6035,20.95,60,75,7.2,CA,1719714489
418,talnakh,69.4865,88.3972,7.38,68,93,3.27,RU,1719714490
419,kununurra,-15.7667,128.7333,31.99,48,85,3.6,AU,1719714331
420,canguaretama,-6.38,-35.1289,21.7,90,75,3.88,BR,1719714492
421,puerto palomas,31.7667,-107.6167,31.05,36,52,8.0,MX,1719714494
422,haiku-pauwela,20.9219,-156.3051,28.01,65,40,7.72,US,1719714496
423,la ronge,55.1001,-105.2842,20.14,30,20,3.09,CA,1719714497
424,edd,13.9297,41.6925,34.0,46,62,2.44,ER,1719714498
425,badarwas,24.9667,77.5667,27.01,84,100,5.58,IN,1719714500
426,ust'-kut,56.7938,105.7672,28.68,39,100,0.72,RU,1719714501
427,brookings,44.3114,-96.7984,16.0,67,0,3.09,US,1719714502
428,puerto penasco,31.3167,-113.5333,31.06,66,5,1.79,MX,1719714504
429,plastun,44.7561,136.2939,24.39,59,100,3.86,RU,1719714507
430,kyren,51.6828,102.1408,24.78,45,63,0.62,RU,1719714508
431,jiexiu,37.0244,111.9125,30.99,23,55,2.58,CN,1719714475
432,matoury,4.8483,-52.3317,24.98,100,0,1.03,GF,1719714510
433,andergrove,-21.0833,149.1833,26.47,73,36,3.25,AU,1719714512
434,queenstown,-31.8976,26.8753,11.35,61,94,2.96,ZA,1719714513
435,aguilar de campoo,42.7945,-4.2589,12.33,97,100,1.74,ES,1719714514
436,redencao,-4.2258,-38.7306,22.05,92,58,1.18,BR,1719714516
437,kaa-khem,51.6833,94.7333,28.32,29,47,1.25,RU,1719714517
438,old town,50.087,14.4202,25.26,76,0,2.68,CZ,1719714518
439,vytegra,61.0064,36.4481,16.13,85,58,3.75,RU,1719714519
440,shakawe,-18.3667,21.85,11.62,55,8,1.81,BW,1719714521
441,baganga,7.5739,126.56,26.16,90,100,1.27,PH,1719714522
442,altai,46.3722,96.2583,19.57,30,32,0.63,MN,1719714523
443,kapuskasing,49.4169,-82.4331,8.05,93,100,4.63,CA,1719714524
444,kolpashevo,58.3131,82.9089,22.62,80,100,2.25,RU,1719714526
445,baranchinskiy,58.1617,59.6991,11.07,68,67,3.36,RU,1719714527
446,walvis bay,-22.9575,14.5053,13.94,88,0,2.06,NA,1719714529
447,tevriz,57.509,72.4042,17.0,85,73,1.64,RU,1719714530
448,kudymkar,59.0173,54.656,12.99,71,100,1.47,RU,1719714531
449,nagqu,31.5,92.0,10.04,56,72,3.39,CN,1719714532
450,vrangel',42.7297,133.0839,19.94,88,100,4.34,RU,1719714534
451,divnoye,45.9089,43.3547,19.84,67,9,1.96,RU,1719714536
452,san angelo,31.4638,-100.437,34.41,41,0,6.17,US,1719714537
453,ambon,-3.6954,128.1814,30.08,70,40,2.06,ID,1719714539
454,ta`u,-14.2336,-169.5144,27.3,78,58,8.0,AS,1719714540
455,karukh,34.4811,62.5863,21.21,37,3,6.04,AF,1719714548
456,cockburn town,21.4612,-71.1419,27.89,83,84,8.16,TC,1719714558
457,dalandzadgad,43.5708,104.425,20.09,44,7,7.11,MN,1719714561
458,afua,-0.1567,-50.3867,24.28,94,10,1.67,BR,1719714562
459,heihe,50.2441,127.4902,21.32,31,0,4.38,CN,1719714564
460,kalmunai,7.4167,81.8167,27.57,76,97,6.28,LK,1719714566
461,sao jose da coroa grande,-8.8978,-35.1478,22.44,83,6,1.65,BR,1719714567
462,cascais,38.6979,-9.4215,18.06,96,100,6.26,PT,1719714568
463,richards bay,-28.783,32.0377,16.22,59,0,3.03,ZA,1719714570
464,saudarkrokur,65.7461,-19.6394,11.67,58,100,1.86,IS,1719714571
465,pirot,43.1531,22.5861,21.33,70,0,1.38,RS,1719714572
466,proletariy,58.4342,31.7046,14.61,90,67,1.94,RU,1719714573
467,loures,38.8309,-9.1685,18.01,90,100,2.06,PT,1719714575
468,manokwari,-0.8667,134.0833,27.92,72,100,1.85,ID,1719714576
469,sidi akkacha,36.4647,1.3026,22.16,48,0,1.48,DZ,1719714577
470,harnosand,62.6323,17.9379,9.0,77,13,1.95,SE,1719714579
471,lethem,3.3803,-59.7968,24.82,86,3,1.14,GY,1719714580
472,francistown,-21.17,27.5079,11.23,59,29,2.73,BW,1719714581
473,saint-joseph,-21.3667,55.6167,16.21,68,16,3.52,RE,1719714307
474,east islip,40.732,-73.1857,23.59,93,100,6.69,US,1719714584
475,robore,-18.3333,-59.75,14.52,58,100,2.26,BO,1719714585
476,ubari,26.5921,12.7805,28.92,21,0,3.77,LY,1719714586
477,arteche,12.2645,125.4048,29.73,73,100,2.2,PH,1719714588
478,sfax,34.7406,10.7603,25.08,78,0,1.54,TN,1719714589
479,vokhtoga,58.8147,41.0461,16.67,82,95,2.31,RU,1719714590
480,santana,-0.0583,-51.1817,28.1,89,0,1.54,BR,1719714592
481,esmeraldas,-19.7625,-44.3139,19.48,50,10,1.05,BR,1719714594
482,freetown,8.484,-13.2299,26.84,78,20,5.14,SL,1719714596
483,kone,-21.0595,164.8658,25.86,41,0,2.52,NC,1719714597
484,ketou,7.3633,2.5998,23.55,96,100,1.42,BJ,1719714598
485,n'dalatando,-9.2978,14.9116,15.42,97,24,0.55,AO,1719714603
486,santo antonio,-6.3106,-35.4789,19.41,95,55,3.28,BR,1719714605
487,shimoda,34.6667,138.95,26.17,90,100,9.05,JP,1719714442
488,kresttsy,58.2452,32.5165,15.4,93,17,1.81,RU,1719714608
489,saint croix,17.7397,-64.7388,27.75,84,0,4.63,VI,1719714609
490,katabu,-4.9333,122.5167,28.51,74,100,1.99,ID,1719714610
491,illizi,26.4833,8.4667,31.89,14,0,4.35,DZ,1719714612
492,quellon,-43.1167,-73.6167,7.84,92,100,9.11,CL,1719714613
493,sitka,57.0531,-135.33,16.94,67,100,1.54,US,1719714614
494,sasciori,45.8667,23.5833,17.28,73,0,1.5,RO,1719714615
495,nelson bay,-32.7167,152.15,15.05,94,100,0.89,AU,1719714617
496,miquelon,47.0975,-56.3814,10.0,85,100,6.43,PM,1719714618
497,acatlan de osorio,18.2,-98.05,25.4,59,77,0.85,MX,1719714619
498,yerofey pavlovich,53.9667,121.9667,24.71,27,60,2.78,RU,1719714621
499,mahajanga,-15.7167,46.3167,18.01,72,0,2.06,MG,1719714623
500,ilebo,-4.3167,20.5833,20.08,50,44,0.69,CD,1719714624
501,bamboo flat,11.7,92.7167,28.05,83,40,4.12,IN,1719714626
502,buncrana,55.1333,-7.45,10.62,92,86,3.61,IE,1719714627
503,marsala,37.7966,12.4352,23.97,78,0,2.57,IT,1719714628
504,daru,-9.0763,143.2092,26.74,83,98,8.01,PG,1719714630
505,bathsheba,13.2167,-59.5167,27.34,94,40,9.26,BB,1719714634
506,dunedin,-45.8742,170.5036,8.78,79,85,1.34,NZ,1719714607
507,ajdabiya,30.7554,20.2263,24.0,72,0,4.76,LY,1719714637
508,singrauli,24.1997,82.6753,28.5,70,99,3.77,IN,1719714623
509,papao,-17.75,-149.55,29.82,76,5,13.07,PF,1719714639
510,qashyr,53.0675,76.1036,25.99,37,3,4.16,KZ,1719714640
511,quinhamel,11.8833,-15.85,26.45,85,78,3.11,GW,1719714642
512,kayangel,8.0823,134.7173,28.0,77,99,2.67,PW,1719714643
513,hakui,36.8833,136.7833,25.38,92,100,6.11,JP,1719714500
514,kayalpattinam,8.5667,78.1167,29.17,70,20,1.03,IN,1719714646
515,castillos,-34.1667,-53.8333,3.97,82,63,5.08,UY,1719714647
516,miandrivazo,-19.5167,45.4667,16.06,60,0,2.02,MG,1719714650
517,fresno,36.6666,-119.8343,36.97,21,0,6.69,US,1719714652
518,hilongos,10.3744,124.7497,29.81,71,100,1.55,PH,1719714654
519,kerman,30.2832,57.0788,24.92,27,40,2.06,IR,1719714655
520,broken hill,-31.95,141.4333,11.12,50,3,8.64,AU,1719714657
521,hadsund,56.7148,10.1168,14.41,80,100,1.88,DK,1719714658
522,aromashevo,56.8602,68.6375,14.91,94,98,4.82,RU,1719714659
523,monrovia,6.3005,-10.7969,24.87,87,100,2.34,LR,1719714660
524,viedma,-40.8135,-62.9967,4.05,52,96,4.17,AR,1719714662
525,tangalle,6.024,80.7911,28.09,76,77,3.92,LK,1719714663
526,vaasa,63.096,21.6158,14.41,97,0,2.68,FI,1719714664
527,moyale,3.5167,39.0584,16.72,82,94,2.46,KE,1719714666
528,nampula,-15.1165,39.2666,17.97,94,75,2.57,MZ,1719714667
529,edmundston,47.3737,-68.3251,12.08,92,100,7.2,CA,1719714528
530,tsuma,32.1,131.4,30.97,71,100,4.67,JP,1719714669
531,promyshlennaya,54.9159,85.6385,27.53,81,96,3.96,RU,1719714671
532,tyukhtet,56.5389,89.3011,27.77,60,67,2.55,RU,1719714672
533,sagua la grande,22.8067,-80.0756,27.55,87,79,3.3,CU,1719714673
534,jeddah,21.5169,39.2192,34.92,18,0,2.06,SA,1719714674
535,baidoa,3.1138,43.6498,20.18,90,100,5.22,SO,1719714675
536,karagay,58.2667,54.9368,13.29,70,100,2.15,RU,1719714677
537,boda,4.3189,17.4695,22.86,66,73,0.83,CF,1719714678
538,moree,-29.4667,149.85,17.47,79,100,5.23,AU,1719714679
539,mil'kovo,55.6078,37.7956,21.28,75,57,2.35,RU,1719714681
540,puerto armuelles,8.2833,-82.8667,26.16,83,90,0.45,PA,1719714682
541,karratha,-20.7377,116.8463,22.89,43,0,6.47,AU,1719714683
542,kohlu,29.8962,69.252,29.74,54,24,2.87,PK,1719714684
543,guercif,34.2257,-3.3536,21.57,58,0,1.71,MA,1719714685
544,rifle,39.5347,-107.7831,19.39,55,45,1.85,US,1719714687
545,surab,28.4914,66.2585,26.21,51,4,0.83,PK,1719714688
546,lerwick,60.1545,-1.1494,11.0,94,100,5.05,GB,1719714689
547,glace bay,46.1969,-59.957,14.49,88,100,3.09,CA,1719714690
548,luderitz,-26.6481,15.1594,12.09,91,42,1.87,NA,1719714692
549,camocim,-2.9022,-40.8411,23.97,89,39,3.69,BR,1719714693
550,bougouni,11.417,-7.479,24.98,85,98,2.5,ML,1719714694
551,novaya igirma,57.1334,103.9112,30.21,34,100,1.4,RU,1719714696
552,mejit,10.2753,170.8646,28.02,78,100,7.2,MH,1719714697
553,casa grande,32.8795,-111.7573,39.95,27,0,2.57,US,1719714698
554,chita,52.0333,113.55,22.94,43,35,1.0,RU,1719714700
555,lospalos,-8.5186,127.0025,26.33,70,98,6.37,TL,1719714701
556,fayroz koh,34.5195,65.2509,19.23,40,0,0.64,AF,1719714702
557,aioun,16.6614,-9.6149,33.11,22,4,5.33,MR,1719714703
558,lazaro cardenas,17.9583,-102.2,25.26,87,100,1.26,MX,1719714705
559,greymouth,-42.4667,171.2,10.82,76,99,1.92,NZ,1719714586
